True,Unnamed: 0,Call ID,person_ID,Referal Source,Attorney,Injury 1,Injury 2,Injury 3,Injury 4,Injury 5,surgery,injury_date,intake,take,person_id,name,sex,date of birth,Person ID Check,Facebook,Google,Other,Referal,Website,Female,Male,Age of Client,Ankle,Arm,Elbow,Eye,Foot/Feet,Hand,Hands,Head,Hip,Neck
11492,11492,11628,11592,Other,Atticus Finch,Head,,,,,No,2016-08-04,2017-12-21,Yes,11592,Calvin Hollack,Male,1972-06-09,0,0,0,1,0,0,0,1,16127 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,0
11493,11493,11629,11593,Google,Rusty Sabich,Neck,Arm,,,,Yes,2015-10-31,2017-12-21,No,11593,Samuel Blew,Male,1964-07-31,0,0,1,0,0,0,0,1,18719 days 00:00:00.000000000,0,1,0,0,0,0,0,0,0,1
11494,11494,11630,11594,Facebook,Perry Mason,Eye,,,,,Yes,2014-08-17,2017-12-22,No,11594,John Coleman,Male,1994-12-18,0,1,0,0,0,0,0,1,7182 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,0
11495,11495,11631,11595,,Joanee Galloway,Head,Hand,,,,No,2016-02-12,2017-12-22,No,11595,Dale Blaney,Male,1987-04-23,0,0,0,0,0,0,0,1,10522 days 00:00:00.000000000,0,0,0,0,0,1,0,1,0,0
11496,11496,11632,11596,Referal,Perry Mason,Head,,,,,No,2017-04-03,2017-12-22,Yes,11596,Thomas Killingsworth,Male,1962-11-23,0,0,0,0,1,0,0,1,19855 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,0
11497,11497,11633,11597,Other,Joanee Galloway,Hands,Foot/Feet,,,,Yes,2017-04-21,2017-12-23,No,11597,Edward Pullis,Male,1973-10-21,0,0,0,1,0,0,0,1,15888 days 00:00:00.000000000,0,0,0,0,1,0,1,0,0,0
11498,11498,11634,11598,Other,Rusty Sabich,Foot/Feet,,,,,Yes,2015-07-11,2017-12-23,No,11598,Leah Rodriguez,Female,2015-03-21,0,0,0,1,0,0,1,0,112 days 00:00:00.000000000,0,0,0,0,1,0,0,0,0,0
11499,11499,11635,11599,Other,Daniel Kafee,Hand,,,,,Yes,2014-02-02,2017-12-23,No,11599,Frankie Longshore,Male,2012-05-16,0,0,0,1,0,0,0,1,627 days 00:00:00.000000000,0,0,0,0,0,1,0,0,0,0
11500,11500,11636,11600,Google,Perry Mason,Foot/Feet,,,,,Yes,2013-03-30,2017-12-24,No,11600,Alfredo Saltsman,Male,2001-02-17,0,0,1,0,0,0,0,1,4424 days 00:00:00.000000000,0,0,0,0,1,0,0,0,0,0
11501,11501,11637,11601,Website,Ally Mcbeal,Neck,,,,,Yes,2017-05-27,2017-12-24,Yes,11601,Nathalie Rogers,Female,2000-02-24,0,0,0,0,0,1,1,0,6302 days 00:00:00.000000000,0,0,0,0,0,0,0,0,0,1
11502,11502,11638,11602,Website,Rusty Sabich,Hands,Neck,,,,Yes,2017-05-10,2017-12-25,Yes,11602,Valarie Janow,Female,1972-09-25,0,0,0,0,0,1,1,0,16298 days 00:00:00.000000000,0,0,0,0,0,0,1,0,0,1
11503,11503,11639,11603,Other,Atticus Finch,Head,Neck,,,,No,2016-08-11,2017-12-26,Yes,11603,Leon Fuller,Male,2010-01-06,0,0,0,1,0,0,0,1,2409 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,1
11504,11504,11640,11604,Referal,Joanee Galloway,Head,Ankle,,,,Yes,2016-11-23,2017-12-26,Yes,11604,Randall Godinez,Male,2006-12-14,0,0,0,0,1,0,0,1,3632 days 00:00:00.000000000,1,0,0,0,0,0,0,1,0,0
11505,11505,11641,11605,Referal,Patty Hewes,Ankle,,,,,No,2015-07-25,2017-12-27,No,11605,Jennifer Porter,Female,1951-10-06,0,0,0,0,1,0,1,0,23303 days 00:00:00.000000000,1,0,0,0,0,0,0,0,0,0
11506,11506,11642,11606,Referal,Perry Mason,Eye,Head,,,,No,2016-08-31,2017-12-27,No,11606,Eugene Murphy,Male,1994-04-11,0,0,0,0,1,0,0,1,8178 days 00:00:00.000000000,0,0,0,1,0,0,0,1,0,0
11507,11507,11643,11607,,Ally Mcbeal,Elbow,Neck,,,,Yes,2015-03-06,2017-12-28,No,11607,Julie Broker,Female,1988-12-06,0,0,0,0,0,0,1,0,9586 days 00:00:00.000000000,0,0,1,0,0,0,0,0,0,1
11508,11508,11644,11608,Google,Perry Mason,Eye,Elbow,Hip,,,No,2017-06-02,2017-12-28,Yes,11608,Isabelle Claudio,,1960-07-04,0,0,1,0,0,0,0,0,20787 days 00:00:00.000000000,0,0,1,1,0,0,0,0,1,0
11509,11509,11645,11609,Website,Rusty Sabich,Hand,Arm,,,,No,2017-10-08,2017-12-29,No,11609,Jerry Matteucci,Male,1973-07-22,0,0,0,0,0,1,0,1,16149 days 00:00:00.000000000,0,1,0,0,0,1,0,0,0,0
11510,11510,11646,11610,Facebook,Ally Mcbeal,Foot/Feet,,,,,No,2016-01-12,2017-12-30,No,11610,Stephanie Bennett,Female,2002-10-03,0,1,0,0,0,0,1,0,4849 days 00:00:00.000000000,0,0,0,0,1,0,0,0,0,0
11511,11511,11647,11611,Facebook,Atticus Finch,Hands,,,,,Yes,2016-11-03,2017-12-31,Yes,11611,Jorge Moore,Male,1992-01-06,0,1,0,0,0,0,0,1,9068 days 00:00:00.000000000,0,0,0,0,0,0,1,0,0,0
11512,11512,11648,11612,,Ally Mcbeal,Neck,Foot/Feet,,,,Yes,2012-02-17,2017-12-31,No,11612,Aaron Gould,Male,1990-06-01,0,0,0,0,0,0,0,1,7931 days 00:00:00.000000000,0,0,0,0,1,0,0,0,0,1
11513,11513,11649,11613,Other,Patty Hewes,Neck,,,,,No,2014-11-25,2017-12-31,No,11613,Richard Summerfield,Male,1980-11-02,0,0,0,1,0,0,0,1,12441 days 00:00:00.000000000,0,0,0,0,0,0,0,0,0,1
11514,11514,11650,11614,,Joanee Galloway,Eye,Hip,,,,Yes,2016-12-12,2017-12-31,No,11614,Ronald Barnett,Male,1959-03-03,0,0,0,0,0,0,0,1,21104 days 00:00:00.000000000,0,0,0,1,0,0,0,0,1,0
11515,11515,11651,11615,Facebook,Atticus Finch,Hands,Hand,Eye,Elbow,,No,2016-06-26,2018-01-01,No,11615,Ruth Vidales,Female,1971-11-18,0,1,0,0,0,0,1,0,16292 days 00:00:00.000000000,0,0,1,1,0,1,1,0,0,0
11516,11516,11652,11616,Other,Patty Hewes,Arm,,,,,No,2015-09-24,2018-01-02,No,11616,Candy Smith,Female,1996-05-14,0,0,0,1,0,0,1,0,7072 days 00:00:00.000000000,0,1,0,0,0,0,0,0,0,0
11517,11517,11653,11617,Website,Patty Hewes,Neck,Arm,,,,No,2016-07-01,2018-01-02,Yes,11617,Catherine Seawell,Female,1974-02-26,0,0,0,0,0,1,1,0,15466 days 00:00:00.000000000,0,1,0,0,0,0,0,0,0,1
11518,11518,11654,11618,Website,Patty Hewes,Hand,,,,,Yes,2013-10-08,2018-01-03,No,11618,Alan Tucker,Male,1963-05-18,0,0,0,0,0,1,0,1,18406 days 00:00:00.000000000,0,0,0,0,0,1,0,0,0,0
11519,11519,11655,11619,Other,Patty Hewes,Neck,Eye,Hand,Arm,,No,2016-06-13,2018-01-03,No,11619,Rodney Dailey,Male,1950-07-20,0,0,0,1,0,0,0,1,24070 days 00:00:00.000000000,0,1,0,1,0,1,0,0,0,1
11520,11520,11656,11620,Referal,Ally Mcbeal,Elbow,,,,,No,2014-08-11,2018-01-04,No,11620,Brock Lynch,Male,,0,0,0,0,1,0,0,1,,0,0,1,0,0,0,0,0,0,0
11521,11521,11657,11621,,Patty Hewes,Hand,Hands,Hip,,,No,2016-11-07,2018-01-05,Yes,11621,Elaine Rogers,Female,1997-03-22,0,0,0,0,0,0,1,0,7170 days 00:00:00.000000000,0,0,0,0,0,1,1,0,1,0
11522,11522,11658,11622,,,Elbow,Hip,Head,Neck,Hand,No,2017-06-13,2018-01-06,Yes,11622,Douglas Medel,Male,1989-05-29,0,0,0,0,0,0,0,1,10242 days 00:00:00.000000000,0,0,1,0,0,1,0,1,1,1
11523,11523,11659,11623,Google,Atticus Finch,Head,Foot/Feet,,,,No,2016-07-07,2018-01-06,No,11623,Sandra Fisher,Female,1960-01-12,0,0,1,0,0,0,1,0,20631 days 00:00:00.000000000,0,0,0,0,1,0,0,1,0,0
11524,11524,11660,11624,Google,Perry Mason,Eye,,,,,Yes,2017-11-28,2018-01-06,Yes,11624,Velda Creveling,Female,1998-06-14,0,0,1,0,0,0,1,0,7107 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,0
11525,11525,11661,11625,Google,Rachel Zane,Head,Foot/Feet,Eye,,,Yes,2016-02-18,2018-01-07,Yes,11625,Minnie Amerson,Female,1988-11-17,0,0,1,0,0,0,1,0,9954 days 00:00:00.000000000,0,0,0,1,1,0,0,1,0,0
11526,11526,11662,11626,Facebook,Rusty Sabich,Eye,Hip,Hands,,,Yes,2015-07-24,2018-01-07,No,11626,Joshua Huffman,Male,1998-05-02,0,1,0,0,0,0,0,1,6292 days 00:00:00.000000000,0,0,0,1,0,0,1,0,1,0
11527,11527,11663,11627,,,Eye,,,,,No,2017-05-05,2018-01-08,No,11627,John Harris,Male,2014-02-03,0,0,0,0,0,0,0,1,1187 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,0
11528,11528,11664,11628,Website,Ally Mcbeal,Ankle,,,,,Yes,2017-12-01,2018-01-08,Yes,11628,Randolph Poole,Male,2017-06-07,0,0,0,0,0,1,0,1,177 days 00:00:00.000000000,1,0,0,0,0,0,0,0,0,0
11529,11529,11665,11629,,Rachel Zane,Head,,,,,No,2017-08-30,2018-01-08,No,11629,Elizabeth Walker,Female,1988-08-19,0,0,0,0,0,0,1,0,10603 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,0
11530,11530,11666,11630,,Patty Hewes,Hands,,,,,Yes,2014-12-22,2018-01-09,No,11630,Nicole Lee,Female,1969-11-23,0,0,0,0,0,0,1,0,16465 days 00:00:00.000000000,0,0,0,0,0,0,1,0,0,0
11531,11531,11667,11631,Facebook,,Elbow,Hands,Neck,,,Yes,2017-10-26,2018-01-09,Yes,11631,Wallace Clark,Male,1944-03-04,0,1,0,0,0,0,0,1,26899 days 00:00:00.000000000,0,0,1,0,0,0,1,0,0,1
11532,11532,11668,11632,Referal,Rusty Sabich,Hip,,,,,Yes,2017-05-16,2018-01-10,Yes,11632,Raphael Rhoades,Male,,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,1,0
11533,11533,11669,11633,Website,Rusty Sabich,Neck,,,,,Yes,2017-07-01,2018-01-10,Yes,11633,James Diamantopoulo,Male,1990-05-25,0,0,0,0,0,1,0,1,9899 days 00:00:00.000000000,0,0,0,0,0,0,0,0,0,1
11534,11534,11670,11634,,Atticus Finch,Hip,,,,,No,2016-12-19,2018-01-11,No,11634,Carolyn Evans,Female,1977-12-17,0,0,0,0,0,0,1,0,14247 days 00:00:00.000000000,0,0,0,0,0,0,0,0,1,0
11535,11535,11671,11635,Referal,Joanee Galloway,Foot/Feet,Elbow,,,,No,2013-11-16,2018-01-12,No,11635,Rex Yoder,Male,1948-06-19,0,0,0,0,1,0,0,1,23891 days 00:00:00.000000000,0,0,1,0,1,0,0,0,0,0
11536,11536,11672,11636,Referal,Atticus Finch,Neck,,,,,Yes,2015-04-16,2018-01-13,No,11636,Kathryn Spiva,Female,1982-11-17,0,0,0,0,1,0,1,0,11838 days 00:00:00.000000000,0,0,0,0,0,0,0,0,0,1
11537,11537,11673,11637,Website,Rachel Zane,Ankle,Hand,,,,Yes,2017-05-14,2018-01-13,No,11637,Shannon Mcelhenney,Male,1948-02-10,0,0,0,0,0,1,0,1,25296 days 00:00:00.000000000,1,0,0,0,0,1,0,0,0,0
11538,11538,11674,11638,Website,Atticus Finch,Foot/Feet,Arm,Eye,,,No,2016-08-04,2018-01-14,Yes,11638,Janie Mccoy,Female,1956-11-09,0,0,0,0,0,1,1,0,21818 days 00:00:00.000000000,0,1,0,1,1,0,0,0,0,0
11539,11539,11675,11639,Other,Ally Mcbeal,Arm,,,,,Yes,2010-02-20,2018-01-15,Yes,11639,Barbara Edmonds,Female,2026-02-03,0,0,0,1,0,0,1,0,-5827 days +00:00:00.000000000,0,1,0,0,0,0,0,0,0,0
11540,11540,11676,11640,Referal,Rusty Sabich,Neck,Arm,Head,Eye,,Yes,2017-08-18,2018-01-16,Yes,11640,Kenneth Kuhn,Male,1975-03-24,0,0,0,0,1,0,0,1,15488 days 00:00:00.000000000,0,1,0,1,0,0,0,1,0,1
11541,11541,11677,11641,Google,Patty Hewes,Head,Elbow,,,,No,2017-02-28,2018-01-17,No,11641,Judy Cohen,Female,1996-03-21,0,0,1,0,0,0,1,0,7649 days 00:00:00.000000000,0,0,1,0,0,0,0,1,0,0
11542,11542,11678,11642,Website,Rusty Sabich,Eye,Hip,,,,No,2017-07-19,2018-01-18,Yes,11642,Marcos Marx,Male,1980-01-19,0,0,0,0,0,1,0,1,13696 days 00:00:00.000000000,0,0,0,1,0,0,0,0,1,0
11543,11543,11679,11643,Facebook,Daniel Kafee,Neck,,,,,Yes,2017-10-09,2018-01-19,Yes,11643,Abraham Barton,Male,2013-01-06,0,1,0,0,0,0,0,1,1737 days 00:00:00.000000000,0,0,0,0,0,0,0,0,0,1
11544,11544,11680,11644,Other,Patty Hewes,Elbow,,,,,No,2016-01-28,2018-01-19,No,11644,Jean Yedinak,Female,1982-06-23,0,0,0,1,0,0,1,0,12272 days 00:00:00.000000000,0,0,1,0,0,0,0,0,0,0
11545,11545,11681,11645,Referal,Ally Mcbeal,Head,,,,,No,2017-08-19,2018-01-20,Yes,11645,Dorothy Adams,Female,2004-04-14,0,0,0,0,1,0,1,0,4875 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,0
11546,11546,11682,11646,,Ally Mcbeal,Neck,,,,,No,2016-04-24,2018-01-21,No,11646,John Baur,Male,1980-01-24,0,0,0,0,0,0,0,1,13240 days 00:00:00.000000000,0,0,0,0,0,0,0,0,0,1
11547,11547,11683,11647,Google,Rachel Zane,Eye,,,,,Yes,2017-03-14,2018-01-22,No,11647,Iris Castro,Female,1993-09-08,0,0,1,0,0,0,1,0,8588 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,0
11548,11548,11684,11648,,Joanee Galloway,Eye,Head,Elbow,Foot/Feet,,Yes,2017-08-16,2018-01-22,No,11648,Kimberly Espinosa,Female,1991-08-15,0,0,0,0,0,0,1,0,9498 days 00:00:00.000000000,0,0,1,1,1,0,0,1,0,0
11549,11549,11685,11649,,Patty Hewes,Neck,Hand,Head,Eye,Ankle,Yes,2017-04-22,2018-01-23,Yes,11649,Randy Medina,Male,1983-11-14,0,0,0,0,0,0,0,1,12213 days 00:00:00.000000000,1,0,0,1,0,1,0,1,0,1
11550,11550,11686,11650,Google,,Ankle,Arm,,,,No,2016-06-07,2018-01-24,No,11650,Robin Herrera,Female,1966-03-16,0,0,1,0,0,0,1,0,18346 days 00:00:00.000000000,1,1,0,0,0,0,0,0,0,0
11551,11551,11687,11651,Facebook,Daniel Kafee,Foot/Feet,,,,,Yes,2017-12-29,2018-01-24,Yes,11651,Laurel Conroy,Female,1976-01-02,0,1,0,0,0,0,1,0,15337 days 00:00:00.000000000,0,0,0,0,1,0,0,0,0,0
11552,11552,11688,11652,,Ally Mcbeal,Arm,Eye,,,,No,2014-11-16,2018-01-25,No,11652,Latrice Peltz,Female,1976-06-27,0,0,0,0,0,0,1,0,14021 days 00:00:00.000000000,0,1,0,1,0,0,0,0,0,0
11553,11553,11689,11653,Facebook,Ally Mcbeal,Neck,Hip,Hands,,,Yes,2017-01-03,2018-01-26,Yes,11653,Martha Cutts,Female,1966-09-18,0,1,0,0,0,0,1,0,18370 days 00:00:00.000000000,0,0,0,0,0,0,1,0,1,1
11554,11554,11690,11654,Other,Daniel Kafee,Hand,Neck,Eye,Head,,Yes,2015-12-01,2018-01-26,No,11654,Gary Jageman,Male,1970-12-08,0,0,0,1,0,0,0,1,16429 days 00:00:00.000000000,0,0,0,1,0,1,0,1,0,1
11555,11555,11691,11655,Other,Daniel Kafee,Head,,,,,Yes,2016-03-28,2018-01-27,Yes,11655,Charlotte Tso,Female,2004-04-13,0,0,0,1,0,0,1,0,4367 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,0
11556,11556,11692,11656,Referal,Daniel Kafee,Eye,Elbow,Hands,,,No,2015-10-21,2018-01-28,No,11656,Mark Lujan,Male,1985-07-09,0,0,0,0,1,0,0,1,11061 days 00:00:00.000000000,0,0,1,1,0,0,1,0,0,0
11557,11557,11693,11657,Referal,Ally Mcbeal,Hand,,,,,No,2017-08-21,2018-01-29,Yes,11657,Hilda Lee,Female,1956-02-03,0,0,0,0,1,0,1,0,22480 days 00:00:00.000000000,0,0,0,0,0,1,0,0,0,0
11558,11558,11694,11658,Other,Joanee Galloway,Hip,,,,,No,2012-04-02,2018-01-30,No,11658,Armando Clinton,Male,1978-08-26,0,0,0,1,0,0,0,1,12273 days 00:00:00.000000000,0,0,0,0,0,0,0,0,1,0
11559,11559,11695,11659,Google,Ally Mcbeal,Arm,,,,,No,2015-01-11,2018-01-30,No,11659,Eunice Vanderpool,,1999-05-19,0,0,1,0,0,0,0,0,5716 days 00:00:00.000000000,0,1,0,0,0,0,0,0,0,0
11560,11560,11696,11660,Google,Perry Mason,Arm,Neck,,,,Yes,2016-02-22,2018-01-30,No,11660,Marianne Newsome,Female,1980-10-11,0,0,1,0,0,0,1,0,12917 days 00:00:00.000000000,0,1,0,0,0,0,0,0,0,1
11561,11561,11697,11661,Other,Joanee Galloway,Head,Neck,Eye,,,Yes,2015-04-27,2018-01-31,No,11661,Gregory Jordan,Male,1983-01-15,0,0,0,1,0,0,0,1,11790 days 00:00:00.000000000,0,0,0,1,0,0,0,1,0,1
11562,11562,11698,11662,Website,Ally Mcbeal,Elbow,Arm,,,,Yes,2017-02-19,2018-02-01,No,11662,Stanley Booth,Male,1966-04-03,0,0,0,0,0,1,0,1,18585 days 00:00:00.000000000,0,1,1,0,0,0,0,0,0,0
11563,11563,11699,11663,Other,Perry Mason,Hand,Head,Neck,,,No,2010-02-20,2018-02-02,No,11663,Amber Precythe,Female,1988-09-28,0,0,0,1,0,0,1,0,7815 days 00:00:00.000000000,0,0,0,0,0,1,0,1,0,1
11564,11564,11700,11664,,Atticus Finch,Hands,Hand,,,,No,2017-07-19,2018-02-03,Yes,11664,Richard Lochen,Male,1989-12-18,0,0,0,0,0,0,0,1,10075 days 00:00:00.000000000,0,0,0,0,0,1,1,0,0,0
11565,11565,11701,11665,Facebook,Joanee Galloway,Elbow,Eye,,,,Yes,2015-01-12,2018-02-04,No,11665,Tammy Miller,Female,1993-01-30,0,1,0,0,0,0,1,0,8017 days 00:00:00.000000000,0,0,1,1,0,0,0,0,0,0
11566,11566,11702,11666,Other,Atticus Finch,Ankle,Head,,,,No,2010-02-20,2018-02-04,No,11666,Darlene Henry,Female,1999-12-06,0,0,0,1,0,0,1,0,3729 days 00:00:00.000000000,1,0,0,0,0,0,0,1,0,0
11567,11567,11703,11667,Referal,Rachel Zane,Head,Foot/Feet,Eye,,,No,2018-01-24,2018-02-04,Yes,11667,Wendy Swilley,Female,1953-08-21,0,0,0,0,1,0,1,0,23532 days 00:00:00.000000000,0,0,0,1,1,0,0,1,0,0
11568,11568,11704,11668,,Perry Mason,Head,Hands,,,,No,2017-11-14,2018-02-04,Yes,11668,Derek Zumwalt,Male,1973-03-17,0,0,0,0,0,0,0,1,16313 days 00:00:00.000000000,0,0,0,0,0,0,1,1,0,0
11569,11569,11705,11669,,Ally Mcbeal,Arm,Eye,,,,Yes,2017-08-11,2018-02-04,No,11669,Saundra Alexander,Female,2028-09-29,0,0,0,0,0,0,1,0,-4067 days +00:00:00.000000000,0,1,0,1,0,0,0,0,0,0
11570,11570,11706,11670,Website,Atticus Finch,Head,Elbow,,,,Yes,2017-12-23,2018-02-05,No,11670,Marvin Akim,Male,2012-08-10,0,0,0,0,0,1,0,1,1961 days 00:00:00.000000000,0,0,1,0,0,0,0,1,0,0
11571,11571,11707,11671,Facebook,Patty Hewes,Head,Hip,,,,Yes,2013-03-10,2017-02-06,No,11671,Irwin William,Male,1991-10-01,0,1,0,0,0,0,0,1,7831 days 00:00:00.000000000,0,0,0,0,0,0,0,1,1,0
11572,11572,11708,11672,Other,Daniel Kafee,Hip,,,,,No,2016-04-22,2017-02-06,No,11672,Albert Hill,Male,1967-02-21,0,0,0,1,0,0,0,1,17958 days 00:00:00.000000000,0,0,0,0,0,0,0,0,1,0
11573,11573,11709,11673,Google,Joanee Galloway,Hand,Neck,Hip,,,Yes,2015-07-24,2017-02-06,Yes,11673,Alicia Grant,Female,2019-07-21,0,0,1,0,0,0,1,0,-1458 days +00:00:00.000000000,0,0,0,0,0,1,0,0,1,1
11574,11574,11710,11674,Referal,Patty Hewes,Head,Foot/Feet,,,,No,2015-04-22,2017-02-06,Yes,11674,Doug Alexander,Male,1956-07-31,0,0,0,0,1,0,0,1,21449 days 00:00:00.000000000,0,0,0,0,1,0,0,1,0,0
11575,11575,11711,11675,Other,Perry Mason,Eye,Elbow,Head,,,No,2016-07-16,2017-02-07,Yes,11675,Travis Urias,Male,1989-09-15,0,0,0,1,0,0,0,1,9801 days 00:00:00.000000000,0,0,1,1,0,0,0,1,0,0
11576,11576,11712,11676,Other,Joanee Galloway,Elbow,Neck,Hand,,,Yes,2016-04-11,2017-02-07,Yes,11676,Greg Fitzgerald,Male,1993-08-29,0,0,0,1,0,0,0,1,8261 days 00:00:00.000000000,0,0,1,0,0,1,0,0,0,1
11577,11577,11713,11677,Other,Rachel Zane,Elbow,,,,,Yes,2010-02-07,2017-02-08,No,11677,William Berry,Male,1984-02-29,0,0,0,1,0,0,0,1,9475 days 00:00:00.000000000,0,0,1,0,0,0,0,0,0,0
11578,11578,11714,11678,Website,Ally Mcbeal,Arm,Hip,,,,Yes,2014-01-11,2017-02-08,No,11678,Chastity Williams,Female,1959-06-01,0,0,0,0,0,1,1,0,19948 days 00:00:00.000000000,0,1,0,0,0,0,0,0,1,0
11579,11579,11715,11679,Referal,Daniel Kafee,Hand,,,,,No,2013-09-05,2017-02-09,No,11679,James Shively,Male,2009-12-11,0,0,0,0,1,0,0,1,1364 days 00:00:00.000000000,0,0,0,0,0,1,0,0,0,0
11580,11580,11716,11680,Website,Patty Hewes,Hands,Neck,Eye,,,No,2014-05-23,2017-02-10,No,11680,Samuel Sims,Male,1968-06-28,0,0,0,0,0,1,0,1,16765 days 00:00:00.000000000,0,0,0,1,0,0,1,0,0,1
11581,11581,11717,11681,Website,Ally Mcbeal,Head,,,,,No,2014-08-10,2017-02-10,No,11681,Lisa Snook,Female,1999-08-28,0,0,0,0,0,1,1,0,5461 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,0
11582,11582,11718,11682,Google,Patty Hewes,Head,,,,,No,2017-01-10,2017-02-11,No,11682,Douglas Brunner,Male,1987-08-31,0,0,1,0,0,0,0,1,10725 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,0
11583,11583,11719,11683,,Perry Mason,Head,Elbow,,,,Yes,2015-05-24,2017-02-12,No,11683,Cody Freeman,Male,1972-09-27,0,0,0,0,0,0,0,1,15579 days 00:00:00.000000000,0,0,1,0,0,0,0,1,0,0
11584,11584,11720,11684,Google,Daniel Kafee,Hand,Hip,Ankle,,,No,2015-02-14,2017-02-12,No,11684,Dennis Evans,Male,1981-05-31,0,0,1,0,0,0,0,1,12312 days 00:00:00.000000000,1,0,0,0,0,1,0,0,1,0
11585,11585,11721,11685,Referal,Patty Hewes,Eye,Neck,Elbow,,,No,2013-10-25,2017-02-13,No,11685,Isabella Conrad,Female,2017-04-01,0,0,0,0,1,0,1,0,-1254 days +00:00:00.000000000,0,0,1,1,0,0,0,0,0,1
11586,11586,11722,11686,,Rusty Sabich,Head,Foot/Feet,Arm,,,No,2015-02-23,2017-02-13,No,11686,Nicholas Shorter,Male,1970-05-06,0,0,0,0,0,0,0,1,16364 days 00:00:00.000000000,0,1,0,0,1,0,0,1,0,0
11587,11587,11723,11687,,,Eye,,,,,Yes,2014-09-07,2017-02-13,No,11687,Jewell Bobbitt,Female,1994-08-08,0,0,0,0,0,0,1,0,7335 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,0
11588,11588,11724,11688,Facebook,Atticus Finch,Hip,Neck,Head,,,Yes,2016-12-26,2017-02-13,Yes,11688,William Graham,Male,1956-01-26,0,1,0,0,0,0,0,1,22250 days 00:00:00.000000000,0,0,0,0,0,0,0,1,1,1
11589,11589,11725,11689,,Perry Mason,Head,,,,,Yes,2013-05-26,2017-02-14,No,11689,Irving Grooms,Male,1992-08-28,0,0,0,0,0,0,0,1,7576 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,0
11590,11590,11726,11690,Referal,Rachel Zane,Eye,Neck,Head,,,Yes,2016-09-06,2017-02-14,Yes,11690,Samantha Todd,Female,1973-05-01,0,0,0,0,1,0,1,0,15834 days 00:00:00.000000000,0,0,0,1,0,0,0,1,0,1
11591,11591,11727,11691,,Perry Mason,Hand,,,,,No,2015-10-10,2017-02-14,No,11691,Ina Heath,Female,1988-08-16,0,0,0,0,0,0,1,0,9916 days 00:00:00.000000000,0,0,0,0,0,1,0,0,0,0
11592,11592,11728,11692,,Rachel Zane,Hand,Eye,Head,,,Yes,2014-12-24,2017-02-15,No,11692,Brandon Mcghee,Male,1997-09-07,0,0,0,0,0,0,0,1,6317 days 00:00:00.000000000,0,0,0,1,0,1,0,1,0,0
11593,11593,11729,11693,,Perry Mason,Eye,,,,,Yes,2016-07-04,2017-02-16,No,11693,David Hatch,Male,,0,0,0,0,0,0,0,1,,0,0,0,1,0,0,0,0,0,0
11594,11594,11730,11694,Referal,Perry Mason,Neck,,,,,Yes,2016-11-24,2017-02-16,Yes,11694,Sylvester Blenden,,1979-08-07,0,0,0,0,1,0,0,0,13624 days 00:00:00.000000000,0,0,0,0,0,0,0,0,0,1
11595,11595,11731,11695,Referal,Patty Hewes,Eye,Hip,Arm,,,No,2016-12-09,2017-02-16,Yes,11695,Joseph Deloach,Male,1977-12-07,0,0,0,0,1,0,0,1,14247 days 00:00:00.000000000,0,1,0,1,0,0,0,0,1,0
11596,11596,11732,11696,Website,Joanee Galloway,Elbow,,,,,No,2011-08-21,2017-02-17,No,11696,Cinthia Rupp,Female,1972-07-22,0,0,0,0,0,1,1,0,14274 days 00:00:00.000000000,0,0,1,0,0,0,0,0,0,0
11597,11597,11733,11697,Referal,Ally Mcbeal,Hand,,,,,No,2016-06-27,2017-02-18,No,11697,Joseph Northover,Male,2002-12-15,0,0,0,0,1,0,0,1,4943 days 00:00:00.000000000,0,0,0,0,0,1,0,0,0,0
11598,11598,11734,11698,Website,Joanee Galloway,Neck,Ankle,Arm,,,Yes,2015-08-04,2017-02-19,Yes,11698,Robert Elizondo,Male,1964-09-26,0,0,0,0,0,1,0,1,18574 days 00:00:00.000000000,1,1,0,0,0,0,0,0,0,1
11599,11599,11735,11699,Website,Rachel Zane,Ankle,Neck,Foot/Feet,,,Yes,2016-12-13,2017-02-19,Yes,11699,Justin Hartman,Male,1992-05-02,0,0,0,0,0,1,0,1,8991 days 00:00:00.000000000,1,0,0,0,1,0,0,0,0,1
11600,11600,11736,11700,Facebook,Atticus Finch,Eye,Ankle,,,,Yes,2010-02-20,2017-02-19,No,11700,Philip Amos,Male,2014-12-02,0,1,0,0,0,0,0,1,-1746 days +00:00:00.000000000,1,0,0,1,0,0,0,0,0,0
